"BehaviorSpace results (NetLogo 6.0.4)"
"20190209 RecMechOLM.nlogo"
"info_asym_auctiontype"
"02/13/2019 09:06:45:350 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-employers","num-employees","coef-strategy","print-log","coef-nr-jobs","coef-talent","coef-feedback","num-jobs","auction","[step]","earn-rep0_30","earn-rep30_70","earn-rep70_100","jobs-rep0_30","jobs-rep30_70","jobs-rep70_100","count-no-work","meanrep-no-work"
"2227","30","120","0.111","false","0.5","0.5","0.75","200","open","209","247.70368746775975","308.4663125674297","1086.6087063183015","1.619047619047619","1.3855421686746987","3.75","26","48.5"
"2228","30","120","0.111","false","0.5","0.5","0.75","200","open","207","238.33440221118119","342.4729284073109","613.4153375357482","1.6818181818181819","1.4782608695652173","2.3448275862068964","26","46.26923076923077"
"2229","30","120","0.111","false","0.5","0.5","0.75","200","open","204","241.61316615351978","309.69226466518825","696.4458828925552","1.608695652173913","1.4788732394366197","2.3846153846153846","24","45.708333333333336"
"2230","30","120","0.111","false","0.5","0.5","0.75","200","open","209","176.49123008493527","287.1849425107205","889.501355545926","1.3461538461538463","1.4428571428571428","3.0416666666666665","24","46"
"2231","30","120","0.111","false","0.5","0.5","0.75","200","open","208","159.39317969436476","315.5066280271344","703.2901850880914","1.35","1.472972972972973","2.769230769230769","21","47.285714285714285"
"2232","30","120","0.111","false","0.5","0.5","0.75","200","open","203","246.13586027398074","242.7651838589563","665.4539343332898","1.5714285714285714","1.4366197183098592","2.4285714285714284","23","51.82608695652174"
"2233","30","120","0.111","false","0.5","0.5","0.75","200","open","211","208.45874636444287","357.5406938236301","567.3485130804041","1.4090909090909092","1.7945205479452055","1.96","23","50.91304347826087"
"2235","30","120","0.111","false","0.5","0.5","0.75","200","open","207","222.27355373403","290.8751719509506","886.4280162782103","1.1764705882352942","1.3670886075949367","3.2916666666666665","32","45.21875"
"2234","30","120","0.111","false","0.5","0.5","0.75","200","open","206","231.7090337125528","281.1918200573755","767.5275831578213","1.84","1.2352941176470589","2.814814814814815","26","50.15384615384615"
"2236","30","120","0.111","false","0.5","0.5","0.75","200","open","209","195.56477533655897","329.404795052192","811.1809040470841","1.3529411764705883","1.5432098765432098","2.772727272727273","27","48.48148148148148"
"2237","30","120","0.111","false","0.5","0.5","0.75","200","open","209","261.2697821069658","346.38861100472985","654.3985046806408","1.3529411764705883","1.7125","2.130434782608696","21","45.23809523809524"
"2238","30","120","0.111","false","0.5","0.5","0.75","200","open","211","201.01167529586448","333.89067018315944","620.3973143491877","1.35","1.635135135135135","2.423076923076923","24","47.666666666666664"
"2239","30","120","0.111","false","0.5","0.5","0.75","200","open","202","183.80709262876655","299.86547807015495","799.7596271490933","1.2333333333333334","1.5909090909090908","2.5","22","50.27272727272727"
"2240","30","120","0.111","false","0.5","0.5","0.75","200","open","205","213.88793900702134","319.88225779292713","630.7763146004335","1.7142857142857142","1.4225352112676057","2.4285714285714284","23","46.82608695652174"
"2241","30","120","0.111","false","0.5","0.5","0.75","200","open","208","213.9211467801742","356.162767130672","743.8924799929129","1.4444444444444444","1.5555555555555556","2.7142857142857144","36","44.138888888888886"
"2242","30","120","0.111","false","0.5","0.5","0.75","200","open","204","182.18212550062762","284.4556564303356","983.7511508722564","1.45","1.3855421686746987","3.5294117647058822","27","43.44444444444444"
"2243","30","120","0.111","false","0.5","0.5","0.75","200","open","203","204.1722254349535","319.37496429430195","626.6094567228637","1.7619047619047619","1.3235294117647058","2.4516129032258065","24","43.625"
"2244","30","120","0.111","false","0.5","0.5","0.75","200","open","207","93.62413973568388","393.59767252194644","483.7359455875497","0.8421052631578947","1.8082191780821917","2.107142857142857","25","44.56"
"2245","30","120","0.111","false","0.5","0.5","0.75","200","open","206","272.8728696840703","292.6673882671526","807.5113795096677","1.4074074074074074","1.462686567164179","2.6923076923076925","28","46.642857142857146"
"2246","30","120","0.111","false","0.5","0.5","0.75","200","open","207","161.32808650726886","309.2657159706194","623.8898202463512","1.3157894736842106","1.5135135135135136","2.5925925925925926","31","48.67741935483871"
"2247","30","120","0.111","false","0.5","0.5","0.75","200","open","206","168.57971576523974","314.542724249458","612.424912573504","1.2608695652173914","1.554054054054054","2.6956521739130435","24","46.791666666666664"
"2248","30","120","0.111","false","0.5","0.5","0.75","200","open","211","174.8198132708345","342.81518589787436","860.1923957919101","1.1304347826086956","1.5333333333333334","3.1818181818181817","31","43.29032258064516"
"2249","30","120","0.111","false","0.5","0.5","0.75","200","open","204","157.4742841167738","304.7335683943016","784.3876620396048","1.24","1.411764705882353","2.8518518518518516","26","49.03846153846154"
"2250","30","120","0.111","false","0.5","0.5","0.75","200","open","204","171.70216565927046","315.7793406466131","834.9564366097966","1.0434782608695652","1.4794520547945205","3","24","43.791666666666664"
"2251","30","120","0.111","false","0.5","0.5","0.75","200","sealed","207","36.023260522413246","399.3794612021391","824.4127163318973","0.2962962962962963","1.6470588235294117","3.48","40","32.775"
"2252","30","120","0.111","false","0.5","0.5","0.75","200","sealed","206","148.59029318168794","337.4815235055764","554.0030875796341","0.8461538461538461","1.7727272727272727","2.392857142857143","35","39.2"
"2253","30","120","0.111","false","0.5","0.5","0.75","200","sealed","208","107.34061489850977","363.29942233574906","746.1013722613623","0.6666666666666666","1.6538461538461537","3.0952380952380953","36","39.77777777777778"
"2254","30","120","0.111","false","0.5","0.5","0.75","200","sealed","207","66.82708539838868","333.1678058893815","800.3720705822094","0.5652173913043478","1.4583333333333333","3.56","45","41.733333333333334"
"2255","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","22.36687917756278","348.01240960364066","806.6716801475135","0.34615384615384615","1.6764705882352942","3.3461538461538463","44","40.59090909090909"
"2256","30","120","0.111","false","0.5","0.5","0.75","200","sealed","212","98.26422752335853","368.876095946176","714.4860710503417","0.6","1.5","3.1666666666666665","38","40.68421052631579"
"2257","30","120","0.111","false","0.5","0.5","0.75","200","sealed","207","75.96948924805147","289.3707714337428","911.1019034102542","0.5555555555555556","1.3717948717948718","3.75","39","37.30769230769231"
"2259","30","120","0.111","false","0.5","0.5","0.75","200","sealed","211","83.05833315793721","254.69411287559836","1092.116927413582","0.7727272727272727","1.2666666666666666","4.304347826086956","41","41"
"2258","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","132.3910559169713","225.84566145635142","806.7670602043569","0.85","1.4109589041095891","3.3333333333333335","44","40.81818181818182"
"2260","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","67.58235357116614","305.001991624922","751.9438032752389","0.8181818181818182","1.4305555555555556","3.423076923076923","36","44.44444444444444"
"2261","30","120","0.111","false","0.5","0.5","0.75","200","sealed","209","32.23865753386932","306.5010837636353","674.6950588583661","0.5882352941176471","1.5","3.0344827586206895","40","40.875"
"2263","30","120","0.111","false","0.5","0.5","0.75","200","sealed","212","123.16411729105047","281.0138247146816","746.1168002955093","0.6666666666666666","1.3823529411764706","3.3548387096774195","37","40.810810810810814"
"2262","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","56.23552912212235","243.4165969355105","819.6359114147727","0.391304347826087","1.378787878787879","3.5483870967741935","42","37.142857142857146"
"2264","30","120","0.111","false","0.5","0.5","0.75","200","sealed","204","108.98038133472188","272.20169319548364","637.2073980522601","0.6521739130434783","1.5","3","33","33.96969696969697"
"2265","30","120","0.111","false","0.5","0.5","0.75","200","sealed","211","128.82804036488278","360.73097342406265","885.330472835757","0.7333333333333333","1.5909090909090908","3.5294117647058822","37","43.24324324324324"
"2266","30","120","0.111","false","0.5","0.5","0.75","200","sealed","207","103.2195781097239","299.65866716590625","708.161180321319","0.65","1.5897435897435896","3.1818181818181817","44","41.59090909090909"
"2267","30","120","0.111","false","0.5","0.5","0.75","200","sealed","208","135.42956131836488","329.0439386769369","660.3059312837802","0.7916666666666666","1.6142857142857143","2.923076923076923","36","41.666666666666664"
"2268","30","120","0.111","false","0.5","0.5","0.75","200","sealed","204","82.33071509769549","361.5434000528396","765.520718942814","0.7058823529411765","1.5194805194805194","2.8846153846153846","46","42.19565217391305"
"2269","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","149.1202829851382","286.8846575233725","818.8209026353019","0.8214285714285714","1.4461538461538461","3.4444444444444446","42","37.69047619047619"
"2270","30","120","0.111","false","0.5","0.5","0.75","200","sealed","208","69.81646617360968","294.68076894142297","839.8248776386589","0.47368421052631576","1.5569620253164558","3.4545454545454546","40","39.65"
"2271","30","120","0.111","false","0.5","0.5","0.75","200","sealed","213","134.72694261106892","288.8535255409477","807.9260320334669","0.7058823529411765","1.52","3.107142857142857","38","38.78947368421053"
"2272","30","120","0.111","false","0.5","0.5","0.75","200","sealed","206","85.336437499271","259.21982990654357","818.6221653469905","0.7391304347826086","1.2173913043478262","3.75","40","42.175"
"2273","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","62.07722998199256","356.8683563678004","784.3641983045492","0.35294117647058826","1.5974025974025974","3.1153846153846154","38","38.18421052631579"
"2274","30","120","0.111","false","0.5","0.5","0.75","200","sealed","220","76.38332200167426","273.2528576416312","931.7156101368423","0.3333333333333333","1.3835616438356164","4.3076923076923075","44","40.29545454545455"
"2275","30","120","0.111","false","0.5","0.5","0.75","200","sealed","211","93.60160505246454","272.0250848679775","880.4060051609159","0.5882352941176471","1.3421052631578947","3.6666666666666665","34","43.029411764705884"
"2276","30","120","0.111","false","0.5","0.5","0.75","200","sealed","204","180.01385595284248","335.21652588552433","686.0705407608675","1","1.588235294117647","2.6923076923076925","36","44.111111111111114"
"2277","30","120","0.111","false","0.5","0.5","0.75","200","sealed","212","64.59375247339761","378.9308321395565","737.818349888078","0.5909090909090909","1.542857142857143","3.25","43","39.30232558139535"
"2278","30","120","0.111","false","0.5","0.5","0.75","200","sealed","209","48.72059044498251","284.22935586194694","823.3793707244338","0.3076923076923077","1.4024390243902438","3.6","44","41.34090909090909"
"2279","30","120","0.111","false","0.5","0.5","0.75","200","sealed","208","57.011311444020656","354.5898336039756","557.9432161793359","0.391304347826087","1.7058823529411764","2.8620689655172415","39","38.87179487179487"
"2280","30","120","0.111","false","0.5","0.5","0.75","200","sealed","209","103.43510881728224","286.4138035506984","751.3161559827446","0.6875","1.3846153846153846","3.4615384615384617","46","41.58695652173913"
"2281","30","120","0.111","false","0.5","0.5","0.75","200","sealed","211","68.6612319351615","293.2402737641204","696.9129218893096","0.4","1.4285714285714286","3.433333333333333","39","36.07692307692308"
"2283","30","120","0.111","false","0.5","0.5","0.75","200","sealed","213","57.32500840379645","296.4684884908518","938.6992156483268","0.391304347826087","1.3970588235294117","3.7586206896551726","41","36.09756097560975"
"2282","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","83.61949962159365","294.48125330002927","765.175369047887","0.8260869565217391","1.4","3.4444444444444446","45","40.666666666666664"
"2284","30","120","0.111","false","0.5","0.5","0.75","200","sealed","203","90.77283428937632","363.9185101684148","846.9815048385756","0.45454545454545453","1.6455696202531647","3.3157894736842106","36","40.861111111111114"
"2285","30","120","0.111","false","0.5","0.5","0.75","200","sealed","211","193.02834381306954","362.68339380337585","536.4542246781372","1.1818181818181819","1.5774647887323943","2.7037037037037037","34","40.8235294117647"
"2286","30","120","0.111","false","0.5","0.5","0.75","200","sealed","209","158.9454763850214","304.8314716109077","706.6541804955835","0.9166666666666666","1.554054054054054","3.272727272727273","38","40.68421052631579"
"2287","30","120","0.111","false","0.5","0.5","0.75","200","sealed","211","95.31709760256338","311.1539037705589","700.8908578568814","0.8666666666666667","1.4303797468354431","3.269230769230769","41","42.4390243902439"
"2288","30","120","0.111","false","0.5","0.5","0.75","200","sealed","208","154.5407029730673","299.2776278645173","813.1608064363124","0.6956521739130435","1.4929577464788732","3.3076923076923075","39","38.743589743589745"
"2289","30","120","0.111","false","0.5","0.5","0.75","200","sealed","215","83.59937585816793","302.29497459451665","802.3079162651796","0.7619047619047619","1.4852941176470589","3.161290322580645","37","43.08108108108108"
"2290","30","120","0.111","false","0.5","0.5","0.75","200","sealed","213","30.820414528178926","253.58123574023276","749.1305451373877","0.4","1.45","3.64","41","41.65853658536585"
"2291","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","130.8063713125392","311.7732753187263","725.0904696572296","0.6666666666666666","1.4411764705882353","3.4285714285714284","46","43.65217391304348"
"2292","30","120","0.111","false","0.5","0.5","0.75","200","sealed","214","66.10901891921328","422.8449035965323","679.9773652862524","0.375","1.675","3.0833333333333335","39","41.43589743589744"
"2293","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","126.8417243051036","280.51603675997717","777.4631854721903","0.5833333333333334","1.6376811594202898","3.074074074074074","40","42.55"
"2294","30","120","0.111","false","0.5","0.5","0.75","200","sealed","213","171.9107416995117","367.1014137645139","621.801948091704","0.7058823529411765","1.7012987012987013","2.6923076923076925","40","40.775"
"2295","30","120","0.111","false","0.5","0.5","0.75","200","sealed","205","85.38032525599594","353.2483495359536","680.8272693829786","0.6153846153846154","1.6285714285714286","3.125","36","38.916666666666664"
"2296","30","120","0.111","false","0.5","0.5","0.75","200","sealed","213","142.41417851947767","315.69575158072655","768.538760270303","0.7272727272727273","1.6027397260273972","3.2","41","39.34146341463415"
"2297","30","120","0.111","false","0.5","0.5","0.75","200","sealed","210","70.39745045906001","339.4423364093279","959.4592114680785","0.375","1.5753424657534247","3.739130434782609","43","35.93023255813954"
"2298","30","120","0.111","false","0.5","0.5","0.75","200","sealed","208","24.39793607263616","373.97314683589025","665.939036602985","0.2222222222222222","1.8372093023255813","2.875","43","42.81395348837209"
"2299","30","120","0.111","false","0.5","0.5","0.75","200","sealed","209","146.17013110353017","281.4447060353675","666.2660199885145","0.8636363636363636","1.662162162162162","2.7916666666666665","40","40.4"
"2300","30","120","0.111","false","0.5","0.5","0.75","200","sealed","211","62.120001686533726","318.0573599567296","805.9555103169093","0.5263157894736842","1.48","3.4615384615384617","35","37.628571428571426"
"2301","30","120","0.116","false","0.5","0.5","0.75","200","open","205","203.9222614600664","280.7428224630692","647.7725671585273","1.1666666666666667","1.423728813559322","2.774193548387097","24","44.041666666666664"
"2302","30","120","0.116","false","0.5","0.5","0.75","200","open","208","221.9508010017571","336.9395879079627","706.807743501145","1.5","1.5277777777777777","2.5","34","49.088235294117645"
"2303","30","120","0.116","false","0.5","0.5","0.75","200","open","211","223.05365252759304","292.24133184278145","702.2757838329998","1.565217391304348","1.457142857142857","2.7037037037037037","28","48.464285714285715"
"2304","30","120","0.116","false","0.5","0.5","0.75","200","open","209","121.46777203970188","324.2338152659231","750.9886419849449","1.0952380952380953","1.4933333333333334","3.0833333333333335","31","45.12903225806452"
"2305","30","120","0.116","false","0.5","0.5","0.75","200","open","208","213.25901028304574","259.34085930385","822.2355477919629","1.375","1.3043478260869565","3.1481481481481484","31","45.935483870967744"
"2306","30","120","0.116","false","0.5","0.5","0.75","200","open","204","258.12275586795243","265.3722519855772","783.0081390457096","1.8333333333333333","1.2666666666666666","2.814814814814815","26","49.61538461538461"
"2307","30","120","0.116","false","0.5","0.5","0.75","200","open","206","213.420268132149","327.0508967090557","756.84804563598","1.5238095238095237","1.380281690140845","2.7142857142857144","31","49.61290322580645"
"2308","30","120","0.116","false","0.5","0.5","0.75","200","open","203","176.6018098744136","312.96344291367035","647.0770157910418","1.1851851851851851","1.5333333333333334","2.393939393939394","25","47.76"
"2309","30","120","0.116","false","0.5","0.5","0.75","200","open","204","208.97629139149367","291.90499602693285","791.0662954353095","1.32","1.4057971014492754","2.8461538461538463","28","46.75"
"2310","30","120","0.116","false","0.5","0.5","0.75","200","open","206","219.47427227548988","290.76026147393367","774.7142490263153","1.45","1.486842105263158","2.6666666666666665","25","49.88"
"2311","30","120","0.116","false","0.5","0.5","0.75","200","open","213","143.32363120665585","356.2332652029095","780.6715356852961","1.15","1.5789473684210527","2.9166666666666665","28","42.57142857142857"
"2312","30","120","0.116","false","0.5","0.5","0.75","200","open","207","201.89685324283982","301.1152777149323","725.868691294082","1.4166666666666667","1.4153846153846155","2.6129032258064515","25","48.84"
"2313","30","120","0.116","false","0.5","0.5","0.75","200","open","216","208.62942529836616","313.507172530374","781.3671576800147","1.4444444444444444","1.6506024096385543","2.789473684210526","31","48.74193548387097"
"2314","30","120","0.116","false","0.5","0.5","0.75","200","open","204","176.94128489505985","268.5580856650003","671.7594980060296","1.4285714285714286","1.4558823529411764","2.4193548387096775","25","51.84"
"2315","30","120","0.116","false","0.5","0.5","0.75","200","open","204","204.81040900345445","345.36909293873134","670.4687594577505","1.4545454545454546","1.5277777777777777","2.3846153846153846","24","52.041666666666664"
"2316","30","120","0.116","false","0.5","0.5","0.75","200","open","208","244.95179353581335","317.8073649234033","541.9183726467946","1.3928571428571428","1.6","2.4074074074074074","26","45"
"2317","30","120","0.116","false","0.5","0.5","0.75","200","open","207","154.39039567516826","320.11608669656465","810.0722613076467","1.0909090909090908","1.5068493150684932","2.92","33","44.303030303030305"
"2318","30","120","0.116","false","0.5","0.5","0.75","200","open","207","194.58872880551235","301.3463049848141","920.4817701100504","1.1818181818181819","1.5125","3.3333333333333335","31","46.83870967741935"
"2319","30","120","0.116","false","0.5","0.5","0.75","200","open","209","271.9629372536743","329.4668612066269","712.4223314216667","1.5238095238095237","1.5070422535211268","2.5","29","45.41379310344828"
"2320","30","120","0.116","false","0.5","0.5","0.75","200","open","213","184.9913506354732","296.9826301867189","745.9046215101334","1.434782608695652","1.6164383561643836","2.5833333333333335","27","43.111111111111114"
"2321","30","120","0.116","false","0.5","0.5","0.75","200","open","213","182.16646363455317","290.8873089962515","793.6181861496397","1.4230769230769231","1.4696969696969697","2.8214285714285716","19","49.421052631578945"
"2322","30","120","0.116","false","0.5","0.5","0.75","200","open","203","135.02959007805876","371.35163200516354","636.9980127040391","1.25","1.6111111111111112","2.375","26","45.57692307692308"
"2323","30","120","0.116","false","0.5","0.5","0.75","200","open","208","267.92668137292947","347.2023940400445","718.6166548802195","1.5217391304347827","1.5277777777777777","2.52","24","48.25"
"2324","30","120","0.116","false","0.5","0.5","0.75","200","open","207","244.20733807733242","336.2061363976619","733.540268439903","1.5454545454545454","1.5441176470588236","2.2666666666666666","24","48.916666666666664"
"2325","30","120","0.116","false","0.5","0.5","0.75","200","open","208","262.56988317731015","310.4946144267447","611.3340005397926","1.75","1.5555555555555556","2.25","25","48.16"
"2326","30","120","0.116","false","0.5","0.5","0.75","200","open","208","209.22598155812088","273.95076065092775","905.0943004685865","1.3333333333333333","1.4594594594594594","2.88","28","45.75"
"2327","30","120","0.116","false","0.5","0.5","0.75","200","open","208","178.85252044218635","304.3324043991407","720.2916975177474","1.3333333333333333","1.4507042253521127","2.75","26","43.88461538461539"
"2328","30","120","0.116","false","0.5","0.5","0.75","200","open","208","222.87842491701946","303.10474484144197","626.2289111929798","1.631578947368421","1.5138888888888888","2.3448275862068964","26","48.53846153846154"
"2329","30","120","0.116","false","0.5","0.5","0.75","200","open","210","295.3792293971705","322.00154882443803","596.5930875648972","1.8095238095238095","1.55","2.526315789473684","26","56.19230769230769"
"2330","30","120","0.116","false","0.5","0.5","0.75","200","open","203","235.36112577780364","346.2898429506082","650.2645274949239","1.4444444444444444","1.5","2.4782608695652173","28","47.714285714285715"
"2331","30","120","0.116","false","0.5","0.5","0.75","200","open","208","168.38486680886845","292.33447299598066","837.0462522628509","1.411764705882353","1.4487179487179487","2.84","30","49.2"
"2332","30","120","0.116","false","0.5","0.5","0.75","200","open","207","183.92284308416401","331.66798844199286","736.2972028584699","1.1724137931034482","1.671641791044776","2.5416666666666665","21","42.57142857142857"
"2334","30","120","0.116","false","0.5","0.5","0.75","200","open","208","367.8766875205214","325.99999673874765","825.2432188555653","1.4210526315789473","1.4938271604938271","3","30","47.93333333333333"
"2333","30","120","0.116","false","0.5","0.5","0.75","200","open","209","160.63497583182308","262.8173087081363","792.3954440367793","1.32","1.5072463768115942","2.769230769230769","27","49.51851851851852"
"2335","30","120","0.116","false","0.5","0.5","0.75","200","open","211","133.01503142324347","386.4856655792704","731.8947143000802","1.0909090909090908","1.68","2.652173913043478","32","44.65625"
"2336","30","120","0.116","false","0.5","0.5","0.75","200","open","207","345.0919174829644","265.88013111147086","797.2314714032694","1.4583333333333333","1.3472222222222223","3.125","29","46.89655172413793"
"2337","30","120","0.116","false","0.5","0.5","0.75","200","open","207","187.2070655109033","307.8111549505325","911.5802240646818","1.173913043478261","1.4225352112676057","3.0384615384615383","26","46.19230769230769"
"2338","30","120","0.116","false","0.5","0.5","0.75","200","open","208","220.52199429522048","296.77348925137204","872.2871769484789","1.3333333333333333","1.486842105263158","3.15","24","51"
"2339","30","120","0.116","false","0.5","0.5","0.75","200","open","206","198.86309348047263","304.0453501758712","847.9034894820412","1.5","1.513157894736842","2.6363636363636362","26","49.92307692307692"
"2340","30","120","0.116","false","0.5","0.5","0.75","200","open","207","201.1556932106401","295.34110067895017","696.775907107583","1.45","1.4393939393939394","2.4411764705882355","23","54.08695652173913"
"2341","30","120","0.116","false","0.5","0.5","0.75","200","open","206","225.1531173215923","334.07140368890117","525.334216823057","1.826086956521739","1.462686567164179","2.2","31","47.16129032258065"
"2342","30","120","0.116","false","0.5","0.5","0.75","200","open","212","140.82273986457614","316.1664222587826","612.7604142396247","1.2608695652173914","1.7083333333333333","2.4","22","46.22727272727273"
"2343","30","120","0.116","false","0.5","0.5","0.75","200","open","202","240.3616591303557","247.8249538235132","755.3182427551801","1.6666666666666667","1.24","2.925925925925926","30","49.2"
"2344","30","120","0.116","false","0.5","0.5","0.75","200","open","207","265.1040129638852","316.16187736482823","603.4132470654268","1.72","1.4461538461538461","2.3333333333333335","28","49.357142857142854"
"2345","30","120","0.116","false","0.5","0.5","0.75","200","open","207","190.07845588391874","385.8969940260416","766.158312840795","1.173913043478261","1.6133333333333333","2.6818181818181817","23","47.869565217391305"
"2346","30","120","0.116","false","0.5","0.5","0.75","200","open","208","287.9020465364811","313.72798328565347","547.3469898044725","1.7777777777777777","1.4264705882352942","2.323529411764706","24","48.041666666666664"
"2347","30","120","0.116","false","0.5","0.5","0.75","200","open","206","129.27891792324695","285.4866462902862","921.5020943045691","1","1.3888888888888888","3.230769230769231","31","46.70967741935484"
"2348","30","120","0.116","false","0.5","0.5","0.75","200","open","208","144.48405102464272","334.4092504757067","610.1457343216392","1.2380952380952381","1.5507246376811594","2.5","24","48.833333333333336"
"2350","30","120","0.116","false","0.5","0.5","0.75","200","open","205","256.8631166367121","240.01532934041362","816.3490318765269","1.9047619047619047","1.2894736842105263","2.9130434782608696","28","45.464285714285715"
"2349","30","120","0.116","false","0.5","0.5","0.75","200","open","208","233.62986850122422","294.38327275218774","831.8129623965275","1.3888888888888888","1.3513513513513513","2.9642857142857144","26","48.46153846153846"
"2351","30","120","0.116","false","0.5","0.5","0.75","200","sealed","216","71.36118852590675","325.6701236109101","879.7820528549472","0.5","1.3857142857142857","3.857142857142857","41","41.63414634146341"
"2352","30","120","0.116","false","0.5","0.5","0.75","200","sealed","215","85.2003375865127","326.60130607513327","707.8686515910881","0.68","1.6376811594202898","3.269230769230769","36","40.44444444444444"
"2353","30","120","0.116","false","0.5","0.5","0.75","200","sealed","212","139.4179396205104","317.9411405465946","550.888244842949","0.9545454545454546","1.625","2.8461538461538463","38","44.421052631578945"
"2354","30","120","0.116","false","0.5","0.5","0.75","200","sealed","210","58.71353487272081","338.511342856164","853.4118483089633","0.375","1.5774647887323943","3.56","38","39.421052631578945"
"2355","30","120","0.116","false","0.5","0.5","0.75","200","sealed","208","140.77843026817874","248.45378986622293","905.5618077955108","0.5454545454545454","1.328358208955224","3.4516129032258065","44","41.13636363636363"
"2356","30","120","0.116","false","0.5","0.5","0.75","200","sealed","209","89.34885501400281","389.5387113610975","615.532334746828","0.5","1.7466666666666666","2.9130434782608696","38","38.921052631578945"
"2358","30","120","0.116","false","0.5","0.5","0.75","200","sealed","206","75.64195166188777","328.05459785770705","767.0906519594809","0.6666666666666666","1.6056338028169015","3.3636363636363638","43","42.86046511627907"
"2357","30","120","0.116","false","0.5","0.5","0.75","200","sealed","206","121.64065745435828","296.0998209014646","593.8302385297789","0.47368421052631576","1.5972222222222223","2.8275862068965516","40","38.5"
"2359","30","120","0.116","false","0.5","0.5","0.75","200","sealed","211","55.60932001297195","286.18664717745827","877.9350717405988","0.391304347826087","1.434782608695652","3.6785714285714284","43","38.372093023255815"
"2360","30","120","0.116","false","0.5","0.5","0.75","200","sealed","208","93.18646400572962","429.191991369629","597.2816389414019","0.6521739130434783","1.6933333333333334","3","45","45.93333333333333"
"2362","30","120","0.116","false","0.5","0.5","0.75","200","sealed","211","138.5962093497031","346.23458626672186","892.0879799816071","0.8","1.5128205128205128","3.5","41","39.853658536585364"
"2361","30","120","0.116","false","0.5","0.5","0.75","200","sealed","212","76.1036144470297","372.45487360152663","613.0869258767035","0.46153846153846156","1.7611940298507462","3.037037037037037","42","38.26190476190476"
"2363","30","120","0.116","false","0.5","0.5","0.75","200","sealed","209","143.02789217564043","314.8388636048555","677.9539191124402","0.8181818181818182","1.5211267605633803","3.074074074074074","35","38.4"
"2364","30","120","0.116","false","0.5","0.5","0.75","200","sealed","211","119.16964657083294","325.47753717874605","583.2195856319095","0.8095238095238095","1.462686567164179","3","37","41.32432432432432"
"2366","30","120","0.116","false","0.5","0.5","0.75","200","sealed","205","40.44490384664645","265.54431033144016","748.9763495514517","0.3888888888888889","1.2702702702702702","3.7142857142857144","45","40.46666666666667"
"2365","30","120","0.116","false","0.5","0.5","0.75","200","sealed","212","37.76910027505333","385.3342901333355","632.5221260135712","0.3","1.6231884057971016","3.032258064516129","48","40.5625"
"2367","30","120","0.116","false","0.5","0.5","0.75","200","sealed","207","21.889284137051092","246.81069443599873","980.4287655535824","0.3333333333333333","1.2253521126760563","3.6774193548387095","46","38.52173913043478"
"2368","30","120","0.116","false","0.5","0.5","0.75","200","sealed","212","83.33315396135961","271.16794875229806","895.2426757607313","0.3888888888888889","1.4246575342465753","3.4827586206896552","37","40.08108108108108"
"2369","30","120","0.116","false","0.5","0.5","0.75","200","sealed","208","25.013680705640304","341.75395316145","715.1164439043688","0.30434782608695654","1.6619718309859155","3.1923076923076925","42","37.095238095238095"
"2370","30","120","0.116","false","0.5","0.5","0.75","200","sealed","206","139.68318730507875","276.1581396623735","758.6436567713118","0.6153846153846154","1.4761904761904763","3.129032258064516","41","37.78048780487805"
"2371","30","120","0.116","false","0.5","0.5","0.75","200","sealed","209","108.90990351955841","291.01193684756583","717.8183287674464","0.5217391304347826","1.5","3.4074074074074074","40","40.1"
"2372","30","120","0.116","false","0.5","0.5","0.75","200","sealed","211","75.68291845748321","350.4601445177748","568.8473854221272","0.5833333333333334","1.7164179104477613","2.8275862068965516","43","39.81395348837209"
"2373","30","120","0.116","false","0.5","0.5","0.75","200","sealed","207","116.81541123811859","305.44944667612504","604.4806665433515","0.8888888888888888","1.5161290322580645","2.870967741935484","41","39.073170731707314"
"2374","30","120","0.116","false","0.5","0.5","0.75","200","sealed","208","75.58307817187823","258.8945240440311","782.8627259582235","0.5833333333333334","1.5211267605633803","3.44","38","37.078947368421055"
"2375","30","120","0.116","false","0.5","0.5","0.75","200","sealed","211","129.4678931774848","307.49194007934045","1053.2763171635834","0.75","1.5696202531645569","4.0588235294117645","44","37.47727272727273"
"2376","30","120","0.116","false","0.5","0.5","0.75","200","sealed","208","177.84149085240452","269.7571109430617","926.5914821928908","0.8333333333333334","1.4583333333333333","3.4583333333333335","40","40.675"
"2377","30","120","0.116","false","0.5","0.5","0.75","200","sealed","212","49.79506943989721","348.0792020871415","759.4572959560377","0.391304347826087","1.681159420289855","3.107142857142857","42","37.88095238095238"
